Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;jun/16;490.127.120;1.899.471;5.583.175;14.821.747;30.777.425;7.941.562;348.158;0;61.371.538;1.437.564;1.183.770;2.321.630;2.344.092;147.009;0;18;7.434.084;513.038;1.614.078;3.800.634;4.980.960;488.445;390;0;11.397.545;2.067.055;11.833.405;31.652.757;72.079.568;56.996.202;149.667.609;54.895.357;379.191.952;2.338.799;5.591.027;1.537.281;143.389;49;0;0;9.610.545;304.866;816.135;1.245.656;794.691;474.853;210.516;0;3.846.717;2.593.304;4.678.277;3.784.210;3.078.665;1.533.586;1.518.669;88.028;17.274.739;0
BB;49906;b1;C;1;;199;BRASILIA;DF;jun/16;303.949.851;174.329;4.379.180;12.116.114;23.803.406;14.086.510;8.280.513;295.476;63.135.528;494.742;3.486.659;8.793.504;9.591.777;4.217.522;1.891.944;618.689;29.094.838;54.795;904.081;2.293.189;2.890.714;442.882;240;25.472;6.611.373;25.405;544.377;1.135.973;3.014.357;2.926.282;14.141.761;17.260.325;39.048.481;1.016.389;18.450.574;2.944.828;85.964;49;0;463.816;22.961.621;1.651.291;17.229.606;33.748.833;37.801.693;20.581.293;22.340.246;82.525;133.435.488;342.235;1.098.297;2.902.875;1.336.128;850.806;842.319;141.304;7.513.964;2.148.559
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;jun/16;225.462.258;398.838;4.047.876;10.513.724;19.719.329;9.919.670;1.889.104;30;46.488.571;773.987;1.767.116;3.098.837;4.174.385;973.137;75.814;0;10.863.275;384.196;2.352.432;5.379.722;7.640.840;988.702;1.689;0;16.747.581;69.861;548.285;1.366.596;3.520.205;3.305.123;13.202.325;11.550.168;33.562.564;5.261.409;37.322.191;11.726.821;146.436;6;0;0;54.456.863;2.867;112.308;212.403;166.813;91.727;26.258;0;612.376;2.032.147;5.899.326;3.421.222;5.047.294;1.742.312;209.778;0;18.352.079;44.378.950
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;jun/16;147.232.682;243.385;3.734.134;9.781.349;15.347.120;6.041.274;1.146.203;160;36.293.624;813.427;4.248.544;4.588.007;2.317.967;168.492;8.542;51;12.145.030;419.337;3.141.904;7.312.099;8.114.239;670.734;3.127;4;19.661.444;57.599;463.946;1.026.100;2.640.165;2.425.340;9.422.334;7.474.796;23.510.281;4.384.410;15.844.793;6.836.747;235.344;418;0;0;27.301.712;177.831;3.276.149;5.000.587;3.376.451;1.587.550;750.764;790;14.170.121;1.630.781;5.349.937;2.488.751;2.529.794;748.305;314.083;19.294;13.080.944;1.069.526
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;jun/16;121.587.615;274.962;1.747.447;4.393.017;6.425.314;2.294.858;721.059;200;15.856.856;372.604;862.028;1.902.309;2.474.171;574.318;63.203;93;6.248.727;595.341;4.325.128;10.096.668;11.992.628;1.205.193;14.745;2.312;28.232.015;48.550;1.104.556;2.649.162;5.505.490;4.009.107;9.665.284;3.984.647;26.966.795;1.392.777;13.476.840;3.770.751;488.803;122.866;37.222;21;19.289.280;24.131;572.597;1.304.014;835.565;336.988;185.096;0;3.258.392;1.606.694;4.329.342;3.331.972;3.705.667;1.503.748;529.136;767;15.007.326;6.728.225
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;jun/16;32.775.427;105.156;569.686;1.283.132;1.636.713;534.003;60.015;0;4.188.705;11.118;19.350;83.289;24.204;13.093;4.032;0;155.086;717.606;4.142.105;9.512.348;11.371.187;1.073.658;925;0;26.817.829;0;0;0;0;0;0;0;0;285.818;852.243;247.842;172;0;0;0;1.386.075;848;5.302;19.852;54.562;29.329;4.720;0;114.612;91;17.857;48.388;33.514;13.271;0;0;113.120;0
HSBC;51152;b1;C;3;;199;CURITIBA;PR;jun/16;22.460.137;15.902;152.261;391.572;677.187;186.547;16.713;160;1.440.342;659.142;1.340.668;1.935.869;1.878.597;445.527;483;8.300;6.268.586;26.560;189.385;476.585;717.929;119.759;230;0;1.530.449;10.356;115.498;261.512;672.206;358.994;2.833.162;1.791.639;6.043.368;610.348;3.065.491;545.173;493;0;0;23.506;4.245.010;35.850;598.847;371.796;308.705;881;0;0;1.316.080;281.208;822.807;262.657;67.938;9.556;26.552;44.829;1.515.547;100.756
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;jun/16;16.767.004;0;0;0;0;0;0;0;0;26.263;114.541;80.614;66.000;61.640;0;0;349.059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;1.195;4.087;5.100;5.385;28.149;0;43.953;3.813;71.191;8.688;4.876;1.444;178;0;90.191;16.283.801
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;jun/16;15.801.773;127.712;755.953;2.002.819;3.309.314;1.425.247;596.109;152;8.217.305;44.280;358.883;620.018;172.640;28.920;49.217;3;1.273.960;656;12.009;29.517;40.582;7.114;84;0;89.962;3.642;48.905;131.264;343.487;317.077;1.238.365;944.108;3.026.849;48.889;149.532;7.815;0;0;0;0;206.237;28.787;303.978;340.873;364.085;290.338;347.584;10.564;1.686.210;121.220;610.293;163.411;223.911;104.420;77.894;99;1.301.249;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;jun/16;14.398.642;67.902;568.746;1.546.747;2.767.451;1.296.095;487.002;0;6.733.944;5.150;5.815;14.682;4.288;0;0;0;29.934;181.825;588.079;1.407.610;2.258.703;356.194;388;0;4.792.799;1.001;6.723;16.871;36.617;27.622;62.097;12.061;162.992;263.883;1.293.712;142.508;20.410;857;138;0;1.721.507;0;0;0;0;0;0;0;0;47.170;75.404;187.367;266.702;148.003;219.463;13.357;957.467;0
