Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;S1;6;BRASILIA;DF;mar/20;552.666.268;2.216.379;5.174.588;13.407.289;23.236.727;11.460.966;7.155.003;2;62.650.954;650.224;820.325;1.541.545;1.397.326;183.965;5.264;7.756;4.606.406;49.552;164.902;240.899;140.245;20.549;58;165;616.370;1.359.473;13.201.606;35.789.105;82.648.363;67.137.062;186.597.187;73.493.831;460.226.628;2.098.682;6.330.241;1.969.763;137.257;17.730;16.755;0;10.570.429;157.183;1.067.995;1.061.278;562.717;145.933;55.842;0;3.050.948;1.715.628;3.339.697;2.468.748;1.827.640;820.984;736.864;34.972;10.944.533;0
BB;49906;b1;C;1;S1;199;BRASILIA;DF;mar/20;372.308.789;244.784;4.887.062;13.983.576;30.023.323;20.351.656;14.924.267;198.011;84.612.679;779.551;2.925.816;8.748.541;11.226.216;5.299.123;2.728.504;409.361;32.117.112;37.274;425.569;1.108.209;1.701.726;381.955;32;93.164;3.747.929;77.797;619.834;1.326.664;3.549.391;3.516.223;17.874.206;21.468.206;48.432.322;1.318.867;22.377.854;4.906.817;320.802;198;0;180.450;29.104.988;2.328.493;19.593.769;49.460.624;42.063.644;26.079.944;21.948.828;170.394;161.645.697;619.757;990.582;3.142.361;1.947.665;1.320.494;1.410.365;139.228;9.570.453;3.077.609
ITAU;10069;b1;C;2;S1;199;SAO PAULO;SP;mar/20;306.438.166;481.432;5.008.379;12.919.713;20.748.707;9.132.963;1.956.698;16;50.247.908;526.231;2.816.054;5.228.879;4.866.975;983.676;17.953;0;14.439.768;262.446;2.513.007;6.330.963;8.986.932;1.322.844;1.559;0;19.417.751;55.453;1.529.415;4.322.031;9.806.411;7.634.887;18.291.157;4.780.930;46.420.283;7.131.429;52.081.205;22.932.174;1.671.466;29.312;12;0;83.845.598;2.712;277.217;593.399;121.366;45.886;25.230;0;1.065.811;2.827.797;9.409.628;6.905.469;5.955.360;1.398.405;206.671;0;26.703.330;64.297.717
BRADESCO;10045;b1;C;2;S1;199;OSASCO;SP;mar/20;236.295.602;289.408;5.713.810;15.302.214;26.036.128;12.770.204;5.219.546;355;65.331.664;1.406.513;6.531.961;9.732.977;8.248.738;1.350.735;468.927;377;27.740.228;336.497;3.867.949;9.589.453;13.569.131;2.103.283;5.073;2;29.471.387;89.517;1.586.738;4.336.157;9.712.944;7.387.570;17.761.411;4.874.676;45.749.013;4.369.451;24.390.696;8.615.024;712.793;42.453;6.428;0;38.136.845;125.680;2.076.239;5.919.953;4.851.581;1.171.607;467.645;0;14.612.705;1.573.395;5.636.115;2.646.598;2.993.112;926.059;428.332;14.024;14.217.636;1.036.124
SANTANDER;30379;b1;C;3;S1;199;SAO PAULO;SP;mar/20;209.105.301;726.276;3.586.509;9.456.182;16.308.886;8.259.877;4.893.762;860;43.232.353;801.711;1.368.847;2.929.656;3.922.286;1.543.901;347.566;16.844;10.930.811;730.659;6.574.435;16.580.366;24.456.025;4.495.575;20.434;3.885;52.861.379;45.725;1.161.839;3.533.198;7.942.097;6.094.002;14.596.334;4.341.248;37.714.443;2.318.589;21.887.919;7.510.047;849.723;215.247;97.158;33;32.878.717;49.563;1.470.079;2.320.684;1.797.030;923.877;603.601;0;7.164.835;2.235.302;5.204.938;4.453.419;5.102.921;2.979.643;1.797.494;44.554;21.818.271;2.504.492
VOTORANTIM;51011;b1;C;2;S2;199;SAO PAULO;SP;mar/20;43.380.775;68.566;149.006;318.165;256.264;16.104;507;0;808.613;41.571;105.764;291.512;150.019;38.507;1.016;0;628.389;800.393;5.298.781;12.780.460;17.925.064;2.267.604;1.227;0;39.073.528;0;0;0;0;0;0;0;0;501.595;1.571.920;654.608;17.585;0;0;0;2.745.708;0;7.102;1.825;3.622;2.746;0;0;15.295;994;9.564;41.184;35.299;11.334;10.680;186;109.242;0
BANRISUL;30173;b1;C;1;S2;199;PORTO ALEGRE;RS;mar/20;26.902.781;59.438;1.085.762;3.017.595;6.072.341;3.803.514;1.890.443;76;15.929.169;32.379;702.664;1.036.504;276.911;58.132;16.044;0;2.122.635;154;1.728;4.503;7.322;1.715;3;0;15.425;3.380;66.528;154.893;403.329;374.038;1.473.576;1.105.461;3.581.205;75.125;1.073.843;278.162;3.610;0;0;0;1.430.740;32.032;574.036;601.815;435.765;239.642;157.636;92.333;2.133.259;120.078;1.018.343;197.322;184.531;87.217;82.815;41;1.690.347;0
SAFRA;10083;b1;C;2;S2;199;SAO PAULO;SP;mar/20;25.057.935;31.052;699.880;1.907.678;3.663.283;2.004.607;469.375;0;8.775.874;1.682;218.422;390.602;341.552;55.581;2.264;0;1.010.103;132.765;1.786.880;4.587.180;6.968.437;939.960;635;0;14.415.857;5;50;425;773;214;279;0;1.746;7.697;193.283;58.311;36;0;0;0;259.327;0;45.774;109.176;58.127;39.263;16.050;0;268.390;7.684;156.553;151.909;0;0;0;0;316.147;10.491
PAN;31323;b1;C;2;S3;199;SAO PAULO;SP;mar/20;23.037.288;100.825;828.920;2.217.623;4.089.866;2.161.497;810.000;0;10.208.730;2.301;6.414;9.173;1.606;20;0;0;19.513;292.758;1.266.103;3.049.492;4.223.562;490.494;68;0;9.322.476;1.001;4.104;10.386;22.508;16.594;34.477;5.392;94.462;447.828;2.343.285;233.389;9.664;445;2;0;3.034.613;0;0;0;0;0;0;0;0;15.319;25.175;57.338;107.928;67.470;82.094;2.168;357.493;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;S3;8;SAO PAULO;SP;mar/20;17.341.950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157.178;724.187;2.225.324;1.317.316;739.301;441.495;0;5.604.802;250.278;2.044.711;3.976.831;3.576.178;1.507.578;381.572;0;11.737.148;0
